iter	RMSE
397	3.955540985
398	3.954636963
399	3.953783713
400	3.952942977
401	3.952377529
402	3.951830473
403	3.951139597
404	3.950126561
405	3.949584599
406	3.948868996
407	3.948050823
408	3.947092409
409	3.946102353
410	3.945667222
411	3.944771627
412	3.943798872
413	3.942983118
414	3.942069902
415	3.941390463
416	3.940773532
417	3.940053337
418	3.939085995
419	3.938215561
420	3.937478088
421	3.936975978
422	3.936413887
423	3.93588269
424	3.93511109
425	3.934313488
426	3.933576892
427	3.932994153
428	3.932117168
429	3.931292451
430	3.930713939
431	3.929918966
432	3.929170509
433	3.928316276
434	3.927387472
435	3.926677044
436	3.926079747
437	3.925331287
438	3.924682783
439	3.923532216
440	3.922905808
441	3.922248057
442	3.921725112
443	3.920856669
444	3.919983872
445	3.919327691
446	3.91849096
447	3.917917122
448	3.917274961
449	3.916871052
450	3.916323841
451	3.915611669
452	3.914497534
453	3.913769166
454	3.913022198
455	3.912309573
456	3.911661954
457	3.911061962
458	3.910460919
459	3.909815107
460	3.909022248
461	3.908354848
462	3.907516898
463	3.906934396
464	3.906134157
465	3.905462509
466	3.904900191
467	3.903611922
468	3.903127545
469	3.902186497
470	3.901652821
471	3.901190405
472	3.900675059
473	3.900264754
474	3.899760286
475	3.899198316
476	3.898301037
477	3.897328653
478	3.896190272
479	3.895459726
480	3.894799151
481	3.894185084
482	3.893664467
483	3.89274682
484	3.892254223
485	3.891541889
486	3.89086728
487	3.890082162
488	3.889459504
489	3.888946818
490	3.888149262
491	3.88757452
492	3.886936547
493	3.886407023
494	3.885570016
495	3.885116788
496	3.884562081
497	3.883838577
498	3.883145203
499	3.882477458
500	3.881726512
501	3.880911993
502	3.880125958
503	3.879718819
504	3.879003087
505	3.877993099
506	3.877609242
507	3.877121051
508	3.876328073
509	3.875490848
510	3.874428904
511	3.873733235
512	3.87321533
513	3.872420416
514	3.871616714
515	3.871076637
516	3.870528723
517	3.86999574
518	3.869511593
519	3.868832943
520	3.868277
521	3.867672922
522	3.867002105
523	3.866335891
524	3.865667253
525	3.864795274
526	3.864334086
527	3.8635243
528	3.862772881
529	3.862351829
530	3.861652489
531	3.861100704
532	3.860568345
533	3.860011879
534	3.859503317
535	3.859075829
536	3.858467192
537	3.857560966
538	3.856722626
539	3.856129749
540	3.85533071
541	3.854682238
542	3.85389581
543	3.853107424
544	3.852435429
545	3.85160886
546	3.85097998
547	3.85017753
548	3.849613935
549	3.84893864
550	3.848249131
551	3.847607015
552	3.847168439
553	3.846764778
554	3.846209643
555	3.84548325
556	3.844884867
557	3.844230518
558	3.843677771
559	3.842743299
560	3.842151157
561	3.841686607
562	3.841051251
563	3.840159069
564	3.839686407
565	3.838796554
566	3.838395593
567	3.837982398
568	3.83726233
569	3.83682695
570	3.835987413
571	3.835510105
572	3.835042158
573	3.83444394
574	3.83349251
575	3.832499366
576	3.831831199
577	3.831137808
578	3.830692924
579	3.830172587
580	3.829772883
581	3.829138013
582	3.828647125
583	3.828154342
584	3.827632248
585	3.827020916
586	3.826293733
587	3.825623187
588	3.824839942
589	3.82442757
590	3.823855435
591	3.823303867
592	3.822840645
593	3.822125169
594	3.821342904
595	3.820834133
596	3.820005025
597	3.818702742
598	3.818002987
599	3.817534569
600	3.816852661
601	3.816243057
602	3.815781218
603	3.815011714
604	3.814611285
605	3.813901219
606	3.813331568
607	3.812663253
608	3.812191536
609	3.8113533
610	3.810425706
611	3.809806438
612	3.809400621
613	3.808600912
614	3.807830504
615	3.807522746
616	3.80687754
617	3.806226635
618	3.805736447
619	3.804794209
620	3.804176695
621	3.80347821
622	3.802820678
623	3.802239265
624	3.801540716
625	3.801126174
626	3.800194905
627	3.799653863
628	3.799390858
629	3.79852658
630	3.797970088
631	3.797488399
632	3.796897484
633	3.796473757
634	3.796103251
635	3.795784418
636	3.795092662
637	3.794462841
638	3.793810525
639	3.793191875
640	3.792689158
641	3.792200898
642	3.791525179
643	3.790875703
644	3.790551859
645	3.790088941
646	3.78968767
647	3.788408448
648	3.787997038
649	3.787525658
650	3.787091153
651	3.786461559
652	3.785979645
653	3.785671051
654	3.785067708
655	3.784731286
656	3.784183936
657	3.783796141
658	3.783445015
659	3.783120298
660	3.782625349
661	3.782186629
662	3.781837636
663	3.781441421
664	3.781071451
665	3.780823071
666	3.779977016
667	3.779672389
668	3.779310361
669	3.778678117
670	3.77808337
671	3.777544628
672	3.777144848
673	3.776655363
674	3.77617183
675	3.775656468
676	3.775298347
677	3.77487168
678	3.774499657
679	3.77407524
680	3.77343324
681	3.772995073
682	3.772183506
683	3.771743214
684	3.771245921
685	3.77072481
686	3.77030486
687	3.76949807
688	3.768935396
689	3.768355467
690	3.767921675
691	3.767574126
692	3.767128611
693	3.766779642
694	3.766391592
695	3.765937273
696	3.765362903
697	3.764981524
698	3.764653961
699	3.764179256
700	3.763657654
701	3.763304861
702	3.762744841
703	3.762135473
704	3.761620838
705	3.760972606
706	3.760349114
707	3.759505518
708	3.759143944
709	3.758583615
710	3.758222255
711	3.757777606
712	3.757149411
713	3.756573401
714	3.756030505
715	3.755705079
716	3.755119982
717	3.754248017
718	3.753732648
719	3.753356261
720	3.753151017
721	3.752821342
722	3.752133543
723	3.751886695
724	3.75111979
725	3.750757596
726	3.750005319
727	3.749723433
728	3.749311189
729	3.748824233
730	3.748537802
731	3.747989183
732	3.747560362
733	3.747087839
734	3.746612519
735	3.746225389
736	3.745798766
737	3.745361112
738	3.745056428
739	3.744644523
740	3.744089556
741	3.743359286
742	3.742954692
743	3.741960922
744	3.741434886
745	3.741092922
746	3.740712145
747	3.740029977
748	3.739683343
749	3.739346955
750	3.738880404
751	3.738211669
752	3.737647929
753	3.737041054
754	3.736614095
755	3.73594842
756	3.735277262
757	3.734791887
758	3.734154255
759	3.733488148
760	3.732963979
761	3.732552183
762	3.732146586
763	3.731272015
764	3.730790543
765	3.730205051
766	3.729811117
767	3.72939008
768	3.728929643
769	3.728382306
770	3.728133256
771	3.727690081
772	3.727015574
773	3.726585829
774	3.726135091
775	3.725660712
776	3.725309022
777	3.725091007
778	3.724667029
779	3.724152564
780	3.723729271
781	3.723211717
782	3.722764653
783	3.722435624
784	3.722077641
785	3.721628493
786	3.721207639
787	3.720561551
788	3.72006579
789	3.719551955
790	3.71915035
791	3.718607769
792	3.71801279
793	3.717466435
794	3.716742043
795	3.716430485
796	3.716073329
797	3.715723234
798	3.715061786
799	3.714763452
800	3.714248994
801	3.713454574
802	3.713092748
803	3.712547575
804	3.712184992
805	3.711806679
806	3.711571454
807	3.711367685
808	3.711072456
809	3.710889363
810	3.71046895
811	3.710094536
812	3.709731501
813	3.709316801
814	3.708775322
815	3.708369492
816	3.707837721
817	3.707068329
818	3.706822562
819	3.706428637
820	3.706013588
821	3.705469706
822	3.70492885
823	3.704632714
824	3.704386519
825	3.703997757
826	3.703639193
827	3.703118583
828	3.702904809
829	3.702406792
830	3.70193339
831	3.701527191
832	3.701130728
833	3.700716188
834	3.700352495
835	3.699952296
836	3.699373537
837	3.699006533
838	3.698669894
839	3.698239444
840	3.697591685
841	3.696908546
842	3.696547566
843	3.696249755
844	3.695663715
845	3.695498269
846	3.695190675
847	3.694785892
848	3.69440702
849	3.693945693
850	3.693600915
851	3.69310448
852	3.692644901
853	3.692224117
854	3.691853406
855	3.691640424
856	3.691276412
857	3.690560206
858	3.689779209
859	3.689356214
860	3.688948635
861	3.688453645
862	3.688087445
863	3.687693396
864	3.687418875
865	3.687218256
866	3.686906773
867	3.686584208
868	3.686325963
869	3.686035196
870	3.685651986
871	3.685362097
872	3.684616967
873	3.684326774
874	3.683932666
875	3.683526518
876	3.683302125
877	3.682848992
878	3.682354126
879	3.68194404
880	3.681612572
881	3.681007902
882	3.680695289
883	3.680514311
884	3.680068168
885	3.679482585
886	3.679207764
887	3.678741492
888	3.678185968
889	3.677961243
890	3.677268603
891	3.676449074
892	3.676033008
893	3.675684186
894	3.675138109
895	3.674640602
896	3.674398676
897	3.673993857
898	3.673424973
899	3.673125226
900	3.672737049
901	3.672422063
902	3.671906356
903	3.671664596
904	3.671359352
905	3.670639913
906	3.670302562
907	3.669709115
908	3.669418468
909	3.668743406
910	3.668338045
911	3.667852608
912	3.667429878
913	3.66725981
914	3.666901356
915	3.666661676
916	3.666114797
917	3.665634045
918	3.665353155
919	3.665070039
920	3.664890286
921	3.664505207
922	3.664241432
923	3.663841652
924	3.663324718
925	3.663018794
926	3.662638758
927	3.662266466
928	3.66174533
929	3.6614388
930	3.661107969
931	3.66034602
932	3.65977343
933	3.659330835
934	3.659006708
935	3.658619958
936	3.658303928
937	3.657826113
938	3.657332569
939	3.656994433
940	3.656752926
941	3.656448502
942	3.656027855
943	3.655705421
944	3.65541682
945	3.655156271
946	3.654516367
947	3.654232924
948	3.653977687
949	3.65366759
950	3.653116046
951	3.652875813
952	3.652537975
953	3.652222434
954	3.65193393
955	3.651579741
956	3.651092776
957	3.650448709
958	3.650212488
959	3.65002804
960	3.649721451
961	3.649489576
962	3.649280835
963	3.648938067
964	3.648562437
965	3.648076212
966	3.647744408
967	3.647369937
968	3.647012938
969	3.646534594
970	3.646289375
971	3.645966676
972	3.645577637
973	3.645395114
974	3.645136891
975	3.644964012
976	3.644389188
977	3.643818897
978	3.643547464
979	3.643239798
980	3.642832823
981	3.642561844
982	3.642141865
983	3.641850357
984	3.641131154
985	3.640768395
986	3.640378235
987	3.639752585
988	3.639266923
989	3.638983691
990	3.638698111
991	3.638265501
992	3.637869879
993	3.637225596
994	3.636844394
995	3.636479638
996	3.636193821
997	3.635868512
998	3.635655803
999	3.635264371
1000	3.634726211
1001	3.634455091
1002	3.634034076
1003	3.633784524
1004	3.633291875
1005	3.633059883
1006	3.632711237
1007	3.632411419
1008	3.63193508
1009	3.631562371
1010	3.631113379
1011	3.630810053
1012	3.630274009
1013	3.630060269
1014	3.629799802
1015	3.629457701
1016	3.629077572
1017	3.628485844
1018	3.628268453
1019	3.628044217
1020	3.627720829
1021	3.627507246
1022	3.626992841
1023	3.626540718
1024	3.626210987
1025	3.625865757
1026	3.625372303
1027	3.625105967
1028	3.624657016
1029	3.624095761
1030	3.623914873
1031	3.623482964
1032	3.622966271
1033	3.622409259
1034	3.622100892
1035	3.621892398
1036	3.621506913
1037	3.621177005
1038	3.620830695
1039	3.620510833
1040	3.620309389
1041	3.620125797
1042	3.619709305
1043	3.61941175
1044	3.619298024
1045	3.619086922
1046	3.618810654
1047	3.618505511
1048	3.618149422
1049	3.617570478
1050	3.617349127
1051	3.616938696
1052	3.616669694
1053	3.616299113
1054	3.616054257
1055	3.615621541
1056	3.615460098
1057	3.615068366
1058	3.614652143
1059	3.614207411
1060	3.614009718
1061	3.613802473
1062	3.613440528
1063	3.612966395
1064	3.612595233
1065	3.612236702
1066	3.611832874
1067	3.611424167
1068	3.611084281
1069	3.610774271
1070	3.610552544
1071	3.610170598
1072	3.609690418
1073	3.609450923
1074	3.609180292
1075	3.608920032
1076	3.6086541
1077	3.607784136
1078	3.607411412
1079	3.607121054
1080	3.606917879
1081	3.606558167
1082	3.606228694
1083	3.605953244
1084	3.60564609
1085	3.605318634
1086	3.605048421
1087	3.604853899
1088	3.604638408
1089	3.604299136
1090	3.60374196
1091	3.602945634
1092	3.602368322
1093	3.601946863
1094	3.601403463
1095	3.601296696
1096	3.601044176
1097	3.600695297
1098	3.600341815
1099	3.59998243
1100	3.599771564
1101	3.599412605
1102	3.598928917
1103	3.598665534
1104	3.598370617
1105	3.597942942
1106	3.59742953
1107	3.597162417
1108	3.59689713
1109	3.596751662
1110	3.596471144
1111	3.596324277
1112	3.595986212
1113	3.595788749
1114	3.595477444
1115	3.595287813
1116	3.595027584
1117	3.594643906
1118	3.594354317
1119	3.594125982
1120	3.593658496
1121	3.593265177
1122	3.59301007
1123	3.592778437
1124	3.592551977
1125	3.592285135
1126	3.592063195
1127	3.591519399
1128	3.591166807
1129	3.590679503
1130	3.590488742
1131	3.589905946
1132	3.58971049
1133	3.589543561
1134	3.589253878
1135	3.588903465
1136	3.588678853
1137	3.588363203
1138	3.588069246
1139	3.587863854
1140	3.587456962
1141	3.587088957
1142	3.58698738
1143	3.586565131
1144	3.586159421
1145	3.585586536
1146	3.585305924
1147	3.585021774
1148	3.584667769
1149	3.584394046
1150	3.584149074
1151	3.583800083
1152	3.583330975
1153	3.583238876
1154	3.582844806
1155	3.582299833
1156	3.581870449
1157	3.581620398
1158	3.581303799
1159	3.580950391
1160	3.580604747
1161	3.580396138
1162	3.58003121
1163	3.579461989
1164	3.579250468
1165	3.57867914
1166	3.57812127
1167	3.577913552
1168	3.577758361
1169	3.577498098
1170	3.577239958
1171	3.576710217
1172	3.576392715
1173	3.57596712
1174	3.575665309
1175	3.575518077
1176	3.575193845
1177	3.574698708
1178	3.574412568
1179	3.5740609
1180	3.573734273
1181	3.573505182
1182	3.573091282
1183	3.572681192
1184	3.572471825
1185	3.572026698
1186	3.571625571
1187	3.571401142
1188	3.571136779
1189	3.570741386
1190	3.570485641
1191	3.570297481
1192	3.570026614
1193	3.569887774
1194	3.569655412
1195	3.569279042
1196	3.568861039
1197	3.568752102
1198	3.568024621
1199	3.567811888
1200	3.567540529
1201	3.567144569
1202	3.567009919
1203	3.566584628
1204	3.566493768
1205	3.565662209
1206	3.565287431
1207	3.564762567
1208	3.564516885
1209	3.564150032
1210	3.563719037
1211	3.563397414
1212	3.563221127
1213	3.563056102
1214	3.562803921
1215	3.562449886
1216	3.562083111
1217	3.561783321
1218	3.561569838
1219	3.561331136
1220	3.561183897
1221	3.560889615
1222	3.560577672
1223	3.560357712
1224	3.560239531
1225	3.559913451
1226	3.559603187
1227	3.559325759
1228	3.558828369
1229	3.558549739
1230	3.558284956
1231	3.557955613
1232	3.557662791
1233	3.557493534
1234	3.557207393
1235	3.556971477
1236	3.556703372
1237	3.556494377
1238	3.556169517
1239	3.555681096
1240	3.555467089
1241	3.554991228
1242	3.554688039
1243	3.554501211
1244	3.5539533
1245	3.553628038
1246	3.553335946
1247	3.553116594
1248	3.552560258
1249	3.552296749
1250	3.551734607
1251	3.551397592
1252	3.551054309
1253	3.550833877
1254	3.550626241
1255	3.550230599
1256	3.549745258
1257	3.549656031
1258	3.549424083
1259	3.549069372
1260	3.548968061
1261	3.548552197
1262	3.548183076
1263	3.547756375
1264	3.547281763
1265	3.547157184
1266	3.546708819
1267	3.546377204
1268	3.546139412
1269	3.545920157
1270	3.545534032
1271	3.545274168
1272	3.544560049
1273	3.544207704
1274	3.543714469
1275	3.543437423
1276	3.54324212
1277	3.542936785
1278	3.542672791
1279	3.542370746
1280	3.5418826
1281	3.54142239
1282	3.541130161
1283	3.540876725
1284	3.540726695
1285	3.540244304
1286	3.540028865
1287	3.53976217
1288	3.539339714
1289	3.539248476
1290	3.539134407
1291	3.538901624
1292	3.53864718
1293	3.538537528
1294	3.538238663
1295	3.537863085
1296	3.537489377
1297	3.537233501
1298	3.536987032
1299	3.536668119
1300	3.536385774
1301	3.536211815
1302	3.535955142
1303	3.535847348
1304	3.535510057
1305	3.535203878
1306	3.534832498
1307	3.534443654
1308	3.5342152
1309	3.53409417
1310	3.533664352
1311	3.533399476
1312	3.533067445
1313	3.532809991
1314	3.53246461
1315	3.532349453
1316	3.532049111
1317	3.531658593
1318	3.531302575
1319	3.531065156
1320	3.530717958
1321	3.530523513
1322	3.530097495
1323	3.529932936
1324	3.529558452
1325	3.529317203
1326	3.528690502
1327	3.528317425
1328	3.527909388
1329	3.527749353
1330	3.527520086
1331	3.527342967
1332	3.527180227
1333	3.526781364
1334	3.526723645
1335	3.52642748
1336	3.526244024
1337	3.525976964
1338	3.525618239
1339	3.525557285
1340	3.525457365
1341	3.525079741
1342	3.524920698
1343	3.524692117
1344	3.524144815
1345	3.523868933
1346	3.523734497
1347	3.523130561
1348	3.522970449
1349	3.52268106
1350	3.522348363
1351	3.522033386
1352	3.521879277
1353	3.521752695
1354	3.521602816
1355	3.521237349
1356	3.520888357
1357	3.520660552
1358	3.520434491
1359	3.520285408
1360	3.52003543
1361	3.519563133
1362	3.519189661
1363	3.518894019
1364	3.518242322
1365	3.518076139
1366	3.517874098
1367	3.517669904
1368	3.517320712
1369	3.517142908
1370	3.516935131
1371	3.516732578
1372	3.516599495
1373	3.516476465
1374	3.516197248
1375	3.515761454
1376	3.515599404
1377	3.515096751
1378	3.514841194
1379	3.514489256
1380	3.514349307
1381	3.514151723
1382	3.513996794
1383	3.513699488
1384	3.513321671
1385	3.51294313
1386	3.512744021
1387	3.51250678
1388	3.512021563
1389	3.511909117
1390	3.511575242
1391	3.511331013
1392	3.511054999
1393	3.510759982
1394	3.510524602
1395	3.510111056
1396	3.509694929
1397	3.509481359
1398	3.509228844
1399	3.50910495
